vehicle_id,driver_id,make,model,year,licence_plate,color,is_active
525,525,Ford,Focus,2016,DA00525,Silver,True
526,526,Honda,Focus,2016,DA00526,Blue,True
527,527,Hyundai,Civic,2016,DA00527,Blue,True
528,528,Ford,Elantra,2021,DA00528,Silver,True
529,529,Toyota,Corolla,2017,DA00529,Black,True
530,530,Toyota,Civic,2017,DA00530,Black,True
531,531,Ford,Civic,2016,DA00531,Silver,True
532,532,Toyota,Civic,2016,DA00532,Silver,True
533,533,Honda,Corolla,2020,DA00533,White,True
534,534,Hyundai,Corolla,2023,DA00534,Black,True
535,535,Ford,Civic,2023,DA00535,Black,True
536,536,Honda,Focus,2021,DA00536,White,True
537,537,Hyundai,Elantra,2021,DA00537,Blue,False
538,538,Hyundai,Civic,2021,DA00538,White,True
539,539,Ford,Elantra,2023,DA00539,Blue,True
540,540,Toyota,Corolla,2023,DA00540,White,True
541,541,Hyundai,Civic,2020,DA00541,Black,False
542,542,Ford,Elantra,2018,DA00542,Black,True
543,543,Toyota,Corolla,2023,DA00543,White,True
544,544,Honda,Civic,2016,DA00544,Silver,True
545,545,Honda,Focus,2016,DA00545,Silver,True
546,546,Toyota,Focus,2019,DA00546,Silver,True
547,547,Hyundai,Focus,2017,DA00547,Silver,True
548,548,Honda,Focus,2024,DA00548,Black,True
549,549,Toyota,Elantra,2021,DA00549,White,True
550,550,Ford,Civic,2015,DA00550,Silver,True
551,551,Ford,Civic,2016,DA00551,White,True
552,552,Honda,Civic,2022,DA00552,Blue,True
553,553,Toyota,Elantra,2015,DA00553,Blue,True
554,554,Toyota,Elantra,2021,DA00554,Silver,True
555,555,Ford,Corolla,2015,DA00555,Blue,True
556,556,Ford,Civic,2023,DA00556,Black,True
557,557,Hyundai,Corolla,2018,DA00557,Silver,True
558,558,Ford,Civic,2020,DA00558,Silver,True
559,559,Ford,Elantra,2022,DA00559,White,True
560,560,Honda,Elantra,2018,DA00560,Blue,True
561,561,Toyota,Elantra,2015,DA00561,Silver,True
562,562,Ford,Civic,2022,DA00562,White,True
563,563,Toyota,Civic,2016,DA00563,Blue,False
564,564,Hyundai,Elantra,2023,DA00564,Blue,True
565,565,Hyundai,Corolla,2016,DA00565,Silver,True
566,566,Honda,Focus,2023,DA00566,Silver,True
567,567,Toyota,Focus,2022,DA00567,Black,True
568,568,Ford,Elantra,2016,DA00568,White,True
569,569,Ford,Elantra,2020,DA00569,Blue,True
570,570,Ford,Civic,2021,DA00570,Silver,True
571,571,Hyundai,Elantra,2016,DA00571,Silver,True
572,572,Toyota,Civic,2016,DA00572,White,False
573,573,Hyundai,Civic,2016,DA00573,Black,True
574,574,Honda,Focus,2024,DA00574,Blue,True
575,575,Honda,Elantra,2017,DA00575,Silver,True
576,576,Ford,Corolla,2020,DA00576,Blue,True
577,577,Ford,Civic,2018,DA00577,White,True
578,578,Ford,Civic,2023,DA00578,Blue,False
579,579,Hyundai,Corolla,2015,DA00579,Silver,True
580,580,Honda,Corolla,2024,DA00580,Blue,True
581,581,Honda,Corolla,2016,DA00581,Black,False
582,582,Honda,Corolla,2024,DA00582,White,False
583,583,Toyota,Focus,2015,DA00583,Black,True
584,584,Hyundai,Focus,2023,DA00584,Silver,True
585,585,Toyota,Civic,2019,DA00585,Black,True
586,586,Hyundai,Focus,2015,DA00586,White,True
587,587,Hyundai,Elantra,2015,DA00587,Black,True
588,588,Toyota,Corolla,2022,DA00588,Black,True
589,589,Honda,Elantra,2024,DA00589,Black,True
590,590,Toyota,Corolla,2023,DA00590,Blue,True
591,591,Honda,Elantra,2017,DA00591,Blue,True
592,592,Hyundai,Civic,2021,DA00592,White,True
593,593,Hyundai,Elantra,2016,DA00593,Blue,True
594,594,Hyundai,Focus,2017,DA00594,Blue,True
595,595,Ford,Corolla,2021,DA00595,Black,True
596,596,Ford,Elantra,2023,DA00596,Black,True
597,597,Ford,Civic,2017,DA00597,Silver,True
598,598,Honda,Elantra,2022,DA00598,Black,True
599,599,Hyundai,Focus,2020,DA00599,Black,True
600,600,Honda,Focus,2019,DA00600,Black,True
601,601,Hyundai,Elantra,2023,DA00601,Silver,True
602,602,Toyota,Corolla,2024,DA00602,Black,True
603,603,Honda,Elantra,2015,DA00603,Blue,True
604,604,Toyota,Focus,2017,DA00604,Black,True
605,605,Ford,Focus,2018,DA00605,White,True
606,606,Toyota,Focus,2015,DA00606,Silver,True
607,607,Ford,Elantra,2023,DA00607,Blue,True
608,608,Honda,Focus,2022,DA00608,White,True
609,609,Honda,Elantra,2018,DA00609,White,False
610,610,Toyota,Corolla,2019,DA00610,Silver,True
611,611,Ford,Elantra,2023,DA00611,Silver,True
612,612,Honda,Corolla,2016,DA00612,Black,True
613,613,Ford,Focus,2024,DA00613,Blue,True
614,614,Toyota,Elantra,2022,DA00614,White,False
615,615,Hyundai,Civic,2024,DA00615,Black,True
616,616,Ford,Elantra,2022,DA00616,Blue,False
617,617,Toyota,Focus,2016,DA00617,Black,True
618,618,Honda,Focus,2021,DA00618,White,True
619,619,Hyundai,Corolla,2016,DA00619,Black,True
620,620,Toyota,Corolla,2023,DA00620,Black,True
621,621,Ford,Focus,2015,DA00621,Black,True
622,622,Ford,Focus,2019,DA00622,Black,True
623,623,Hyundai,Corolla,2015,DA00623,Silver,True
624,624,Honda,Elantra,2020,DA00624,Blue,True
625,625,Honda,Civic,2017,DA00625,Black,True
626,626,Honda,Corolla,2024,DA00626,Black,True
627,627,Hyundai,Civic,2016,DA00627,White,True
628,628,Hyundai,Civic,2022,DA00628,White,False
629,629,Honda,Corolla,2019,DA00629,White,True
630,630,Honda,Corolla,2022,DA00630,Blue,True
631,631,Hyundai,Elantra,2022,DA00631,Silver,True
632,632,Hyundai,Focus,2018,DA00632,White,True
633,633,Ford,Focus,2017,DA00633,Blue,True
634,634,Toyota,Elantra,2022,DA00634,Silver,True
635,635,Ford,Elantra,2020,DA00635,Silver,True
636,636,Hyundai,Focus,2021,DA00636,Silver,True
637,637,Honda,Focus,2017,DA00637,Blue,True
638,638,Ford,Elantra,2023,DA00638,White,True
639,639,Ford,Civic,2021,DA00639,Silver,True
640,640,Hyundai,Corolla,2020,DA00640,Black,True
641,641,Hyundai,Elantra,2023,DA00641,Blue,True
642,642,Toyota,Focus,2019,DA00642,Blue,True
643,643,Hyundai,Focus,2022,DA00643,Blue,True
644,644,Hyundai,Civic,2015,DA00644,White,False
645,645,Hyundai,Corolla,2022,DA00645,Blue,True
646,646,Hyundai,Civic,2021,DA00646,Blue,True
647,647,Ford,Corolla,2015,DA00647,Silver,True
648,648,Toyota,Focus,2022,DA00648,Silver,True
649,649,Honda,Civic,2021,DA00649,White,True
650,650,Hyundai,Focus,2016,DA00650,Blue,True
651,651,Toyota,Focus,2018,DA00651,Black,True
652,652,Ford,Civic,2018,DA00652,White,True
653,653,Hyundai,Civic,2023,DA00653,Blue,True
654,654,Hyundai,Focus,2016,DA00654,Silver,True
655,655,Hyundai,Civic,2016,DA00655,Blue,False
656,656,Ford,Corolla,2024,DA00656,Blue,True
657,657,Toyota,Focus,2020,DA00657,White,True
658,658,Ford,Civic,2017,DA00658,Silver,True
659,659,Ford,Focus,2017,DA00659,Silver,True
660,660,Hyundai,Corolla,2020,DA00660,Black,True
661,661,Honda,Corolla,2015,DA00661,White,True
662,662,Hyundai,Civic,2016,DA00662,White,True
663,663,Toyota,Civic,2017,DA00663,Black,True
664,664,Toyota,Civic,2023,DA00664,Silver,True
665,665,Ford,Focus,2020,DA00665,Blue,True
666,666,Honda,Focus,2018,DA00666,White,True
667,667,Honda,Civic,2018,DA00667,White,True
668,668,Toyota,Corolla,2021,DA00668,Blue,True
669,669,Ford,Corolla,2020,DA00669,Black,True
670,670,Hyundai,Elantra,2018,DA00670,White,True
671,671,Hyundai,Focus,2023,DA00671,Silver,True
672,672,Hyundai,Corolla,2022,DA00672,Black,True
673,673,Honda,Elantra,2015,DA00673,White,True
674,674,Ford,Elantra,2024,DA00674,Silver,True
675,675,Toyota,Civic,2021,DA00675,Blue,True
676,676,Toyota,Focus,2022,DA00676,White,True
677,677,Hyundai,Corolla,2021,DA00677,Silver,True
678,678,Ford,Elantra,2017,DA00678,Silver,True
679,679,Ford,Elantra,2018,DA00679,Black,True
680,680,Ford,Corolla,2015,DA00680,White,True
681,681,Honda,Civic,2024,DA00681,Black,True
682,682,Honda,Corolla,2015,DA00682,White,True
683,683,Toyota,Focus,2016,DA00683,White,True
684,684,Ford,Civic,2018,DA00684,Blue,True
685,685,Toyota,Focus,2019,DA00685,Black,True
686,686,Ford,Corolla,2018,DA00686,Blue,False
687,687,Hyundai,Elantra,2022,DA00687,Silver,False
688,688,Toyota,Civic,2018,DA00688,White,True
689,689,Hyundai,Civic,2022,DA00689,White,True
690,690,Hyundai,Focus,2018,DA00690,White,True
691,691,Ford,Focus,2021,DA00691,Silver,True
692,692,Honda,Civic,2015,DA00692,White,True
693,693,Honda,Focus,2019,DA00693,White,True
694,694,Hyundai,Elantra,2018,DA00694,Black,True
695,695,Ford,Corolla,2016,DA00695,Blue,True
696,696,Ford,Focus,2024,DA00696,Blue,True
697,697,Honda,Focus,2018,DA00697,Black,True
698,698,Toyota,Corolla,2020,DA00698,Silver,True
699,699,Honda,Corolla,2018,DA00699,Black,True
700,700,Toyota,Focus,2016,DA00700,White,True
701,701,Ford,Elantra,2015,DA00701,Blue,True
702,702,Toyota,Elantra,2022,DA00702,White,True
703,703,Ford,Focus,2020,DA00703,Silver,True
704,704,Hyundai,Focus,2024,DA00704,Blue,False
705,705,Honda,Civic,2020,DA00705,Blue,True
706,706,Hyundai,Corolla,2016,DA00706,Black,True
707,707,Honda,Elantra,2019,DA00707,Silver,True
708,708,Hyundai,Corolla,2024,DA00708,Silver,True
709,709,Ford,Focus,2023,DA00709,White,True
710,710,Toyota,Civic,2018,DA00710,Silver,True
711,711,Ford,Elantra,2017,DA00711,Blue,True
712,712,Honda,Elantra,2020,DA00712,Black,True
713,713,Hyundai,Civic,2024,DA00713,White,True
714,714,Honda,Civic,2015,DA00714,White,True
715,715,Hyundai,Corolla,2023,DA00715,Black,True
716,716,Hyundai,Elantra,2019,DA00716,Blue,False
717,717,Ford,Civic,2016,DA00717,Blue,True
718,718,Ford,Corolla,2018,DA00718,Silver,True
719,719,Honda,Focus,2015,DA00719,White,False
720,720,Toyota,Civic,2023,DA00720,Blue,False
721,721,Toyota,Civic,2015,DA00721,White,True
722,722,Toyota,Focus,2018,DA00722,White,True
723,723,Toyota,Corolla,2024,DA00723,Silver,True
724,724,Toyota,Civic,2019,DA00724,Blue,True
725,725,Hyundai,Civic,2015,DA00725,Black,True
726,726,Honda,Focus,2022,DA00726,Silver,True
727,727,Toyota,Civic,2022,DA00727,White,True
728,728,Hyundai,Elantra,2020,DA00728,Black,True
729,729,Ford,Elantra,2021,DA00729,Black,True
730,730,Honda,Civic,2021,DA00730,Black,True
731,731,Ford,Civic,2017,DA00731,Silver,True
732,732,Ford,Civic,2021,DA00732,White,True
733,733,Hyundai,Civic,2020,DA00733,White,True
734,734,Ford,Civic,2021,DA00734,Silver,True
735,735,Ford,Elantra,2019,DA00735,Blue,True
736,736,Hyundai,Elantra,2021,DA00736,Silver,True
737,737,Toyota,Focus,2017,DA00737,Silver,False
738,738,Toyota,Civic,2016,DA00738,White,True
739,739,Hyundai,Focus,2018,DA00739,Blue,True
740,740,Hyundai,Civic,2015,DA00740,Blue,True
741,741,Honda,Corolla,2017,DA00741,White,True
742,742,Honda,Corolla,2022,DA00742,Blue,True
743,743,Honda,Corolla,2018,DA00743,White,True
744,744,Toyota,Civic,2020,DA00744,Silver,True
745,745,Hyundai,Elantra,2020,DA00745,Blue,True
746,746,Hyundai,Elantra,2016,DA00746,Black,True
747,747,Toyota,Civic,2015,DA00747,Silver,True
748,748,Toyota,Elantra,2017,DA00748,Silver,True
749,749,Honda,Corolla,2018,DA00749,Silver,True
750,750,Toyota,Focus,2015,DA00750,White,True
751,751,Hyundai,Corolla,2016,DA00751,Silver,True
752,752,Ford,Focus,2023,DA00752,Black,True
753,753,Hyundai,Focus,2022,DA00753,Silver,True
754,754,Toyota,Corolla,2016,DA00754,White,True
755,755,Honda,Corolla,2022,DA00755,Black,True
756,756,Ford,Focus,2019,DA00756,Blue,True
757,757,Ford,Civic,2016,DA00757,White,True
758,758,Toyota,Corolla,2023,DA00758,Silver,True
759,759,Ford,Civic,2023,DA00759,Silver,True
760,760,Honda,Corolla,2021,DA00760,Silver,True
761,761,Hyundai,Civic,2016,DA00761,Blue,True
762,762,Hyundai,Corolla,2018,DA00762,Blue,True
763,763,Toyota,Civic,2021,DA00763,Silver,True
764,764,Toyota,Focus,2019,DA00764,Blue,True
765,765,Hyundai,Corolla,2016,DA00765,Black,True
766,766,Hyundai,Corolla,2022,DA00766,Blue,True
767,767,Toyota,Elantra,2015,DA00767,Silver,True
768,768,Hyundai,Elantra,2015,DA00768,Silver,True
769,769,Toyota,Civic,2023,DA00769,White,True
770,770,Honda,Civic,2015,DA00770,Blue,True
771,771,Hyundai,Focus,2018,DA00771,Silver,True
772,772,Honda,Civic,2024,DA00772,Blue,True
773,773,Honda,Elantra,2018,DA00773,Black,True
774,774,Honda,Elantra,2024,DA00774,Black,True
775,775,Hyundai,Civic,2022,DA00775,Silver,True
776,776,Hyundai,Corolla,2019,DA00776,Silver,True
777,777,Hyundai,Focus,2017,DA00777,White,False
778,778,Honda,Focus,2020,DA00778,White,False
779,779,Honda,Focus,2023,DA00779,Black,True
780,780,Hyundai,Focus,2021,DA00780,White,True
781,781,Ford,Civic,2015,DA00781,Silver,True
782,782,Ford,Corolla,2016,DA00782,White,True
783,783,Honda,Elantra,2022,DA00783,White,True
784,784,Hyundai,Corolla,2017,DA00784,Black,True
785,785,Toyota,Elantra,2022,DA00785,Black,True
786,786,Hyundai,Elantra,2016,DA00786,Black,False
787,787,Ford,Civic,2017,DA00787,Black,True
788,788,Hyundai,Corolla,2021,DA00788,Black,True
789,789,Ford,Elantra,2019,DA00789,Black,True
790,790,Toyota,Focus,2023,DA00790,Black,False
791,791,Toyota,Civic,2015,DA00791,Black,True
792,792,Toyota,Corolla,2016,DA00792,Silver,True
793,793,Toyota,Focus,2015,DA00793,Black,True
794,794,Honda,Corolla,2016,DA00794,Silver,True
795,795,Toyota,Corolla,2022,DA00795,Blue,True
796,796,Ford,Focus,2018,DA00796,Blue,True
797,797,Ford,Focus,2021,DA00797,Black,True
798,798,Ford,Elantra,2023,DA00798,Black,True
799,799,Honda,Corolla,2021,DA00799,Silver,True
800,800,Hyundai,Focus,2022,DA00800,Black,True
801,801,Toyota,Focus,2023,DA00801,Blue,True
802,802,Toyota,Corolla,2024,DA00802,Black,True
803,803,Honda,Corolla,2023,DA00803,White,True
804,804,Hyundai,Focus,2021,DA00804,Black,True
805,805,Hyundai,Civic,2017,DA00805,Blue,True
806,806,Toyota,Elantra,2024,DA00806,White,True
807,807,Hyundai,Elantra,2015,DA00807,Blue,True
808,808,Hyundai,Focus,2022,DA00808,Silver,True
809,809,Hyundai,Focus,2024,DA00809,Blue,True
810,810,Ford,Elantra,2022,DA00810,Blue,True
811,811,Toyota,Civic,2022,DA00811,Silver,False
812,812,Hyundai,Corolla,2018,DA00812,White,True
813,813,Honda,Corolla,2024,DA00813,White,True
814,814,Ford,Civic,2017,DA00814,Blue,True
815,815,Hyundai,Focus,2022,DA00815,Black,True
816,816,Ford,Focus,2021,DA00816,Black,True
817,817,Ford,Corolla,2016,DA00817,Blue,True
818,818,Honda,Corolla,2016,DA00818,White,True
819,819,Ford,Elantra,2023,DA00819,White,True
820,820,Toyota,Corolla,2017,DA00820,Silver,True
821,821,Hyundai,Elantra,2024,DA00821,White,False
822,822,Honda,Elantra,2015,DA00822,Blue,True
823,823,Toyota,Civic,2021,DA00823,White,True
824,824,Toyota,Focus,2019,DA00824,White,True
825,825,Ford,Civic,2024,DA00825,Blue,True
826,826,Hyundai,Civic,2023,DA00826,Silver,True
827,827,Hyundai,Elantra,2016,DA00827,Black,True
828,828,Honda,Focus,2024,DA00828,Silver,True
829,829,Hyundai,Corolla,2019,DA00829,White,True
830,830,Toyota,Focus,2016,DA00830,Blue,True
831,831,Hyundai,Elantra,2017,DA00831,Silver,False
832,832,Hyundai,Corolla,2023,DA00832,Blue,False
833,833,Honda,Corolla,2016,DA00833,Silver,True
834,834,Hyundai,Elantra,2022,DA00834,Black,False
835,835,Toyota,Elantra,2016,DA00835,Blue,True
836,836,Ford,Focus,2024,DA00836,White,True
837,837,Toyota,Elantra,2016,DA00837,Black,True
838,838,Toyota,Corolla,2016,DA00838,Blue,False
839,839,Toyota,Corolla,2019,DA00839,Blue,True
840,840,Toyota,Elantra,2018,DA00840,Silver,True
841,841,Hyundai,Focus,2016,DA00841,Silver,True
842,842,Ford,Focus,2019,DA00842,Silver,True
843,843,Honda,Corolla,2018,DA00843,Silver,True
844,844,Toyota,Elantra,2019,DA00844,Black,True
845,845,Hyundai,Elantra,2018,DA00845,Black,True
846,846,Hyundai,Corolla,2018,DA00846,Blue,True
847,847,Hyundai,Focus,2015,DA00847,Black,True
848,848,Ford,Focus,2018,DA00848,Silver,True
849,849,Ford,Civic,2016,DA00849,Black,True
850,850,Honda,Elantra,2019,DA00850,Blue,False
851,851,Hyundai,Elantra,2024,DA00851,Blue,True
852,852,Hyundai,Elantra,2023,DA00852,Black,True
853,853,Honda,Focus,2016,DA00853,Silver,True
854,854,Honda,Focus,2019,DA00854,Blue,True
855,855,Toyota,Focus,2018,DA00855,Silver,True
856,856,Toyota,Focus,2018,DA00856,Silver,True
857,857,Toyota,Focus,2015,DA00857,Blue,True
858,858,Honda,Focus,2021,DA00858,Silver,True
859,859,Honda,Corolla,2022,DA00859,Black,False
860,860,Ford,Civic,2017,DA00860,Blue,True
861,861,Ford,Corolla,2023,DA00861,Silver,True
862,862,Toyota,Civic,2024,DA00862,White,True
863,863,Ford,Civic,2024,DA00863,Black,True
864,864,Honda,Corolla,2024,DA00864,White,True
865,865,Hyundai,Corolla,2020,DA00865,White,True
866,866,Hyundai,Focus,2022,DA00866,Black,True
867,867,Honda,Focus,2024,DA00867,Black,True
868,868,Honda,Civic,2015,DA00868,Blue,True
869,869,Honda,Civic,2023,DA00869,White,True
870,870,Honda,Focus,2020,DA00870,Black,True
871,871,Toyota,Elantra,2022,DA00871,Blue,True
872,872,Hyundai,Civic,2022,DA00872,Black,True
873,873,Honda,Corolla,2018,DA00873,White,True
874,874,Ford,Civic,2018,DA00874,White,True
875,875,Toyota,Focus,2018,DA00875,Silver,True
876,876,Hyundai,Corolla,2019,DA00876,Silver,True
877,877,Toyota,Focus,2015,DA00877,Silver,True
878,878,Hyundai,Elantra,2016,DA00878,Blue,True
879,879,Honda,Civic,2023,DA00879,White,True
880,880,Hyundai,Corolla,2016,DA00880,Blue,True
881,881,Honda,Elantra,2015,DA00881,White,True
882,882,Ford,Elantra,2018,DA00882,White,True
883,883,Honda,Corolla,2017,DA00883,White,True
884,884,Hyundai,Corolla,2022,DA00884,White,True
885,885,Toyota,Corolla,2020,DA00885,Silver,True
886,886,Ford,Corolla,2023,DA00886,Blue,True
887,887,Ford,Elantra,2020,DA00887,Black,True
888,888,Hyundai,Focus,2016,DA00888,Blue,True
889,889,Honda,Focus,2019,DA00889,Black,False
890,890,Hyundai,Focus,2015,DA00890,Blue,True
891,891,Honda,Focus,2018,DA00891,White,True
892,892,Honda,Focus,2019,DA00892,Silver,True
893,893,Honda,Focus,2020,DA00893,Black,True
894,894,Ford,Focus,2015,DA00894,Blue,True
895,895,Ford,Elantra,2017,DA00895,Black,True
896,896,Hyundai,Civic,2021,DA00896,Blue,True
897,897,Toyota,Civic,2021,DA00897,White,True
898,898,Ford,Corolla,2022,DA00898,Blue,True
899,899,Ford,Focus,2023,DA00899,Blue,True
900,900,Ford,Corolla,2021,DA00900,Black,True
901,901,Honda,Civic,2020,DA00901,Blue,True
902,902,Toyota,Civic,2023,DA00902,White,False
903,903,Hyundai,Civic,2024,DA00903,White,True
904,904,Toyota,Corolla,2020,DA00904,White,True
905,905,Toyota,Focus,2017,DA00905,White,True
906,906,Ford,Elantra,2024,DA00906,Black,True
907,907,Honda,Elantra,2024,DA00907,White,True
908,908,Toyota,Corolla,2020,DA00908,Black,False
909,909,Honda,Corolla,2022,DA00909,White,True
910,910,Hyundai,Corolla,2020,DA00910,Silver,True
911,911,Honda,Elantra,2015,DA00911,White,True
912,912,Honda,Focus,2015,DA00912,Black,True
913,913,Hyundai,Elantra,2015,DA00913,Black,True
914,914,Toyota,Elantra,2016,DA00914,Silver,False
915,915,Hyundai,Focus,2017,DA00915,Silver,True
916,916,Ford,Corolla,2015,DA00916,Silver,True
917,917,Ford,Civic,2017,DA00917,White,True
918,918,Hyundai,Elantra,2015,DA00918,Black,True
919,919,Hyundai,Focus,2024,DA00919,Silver,True
920,920,Toyota,Elantra,2016,DA00920,Silver,True
921,921,Toyota,Corolla,2021,DA00921,Silver,True
922,922,Hyundai,Corolla,2022,DA00922,White,True
923,923,Toyota,Civic,2017,DA00923,Silver,True
924,924,Hyundai,Focus,2023,DA00924,White,True
925,925,Honda,Corolla,2024,DA00925,Blue,True
926,926,Hyundai,Elantra,2016,DA00926,Silver,True
927,927,Honda,Focus,2024,DA00927,Silver,True
928,928,Toyota,Focus,2022,DA00928,Blue,False
929,929,Hyundai,Civic,2024,DA00929,Black,True
930,930,Toyota,Corolla,2020,DA00930,White,True
931,931,Honda,Focus,2024,DA00931,White,True
932,932,Hyundai,Corolla,2018,DA00932,Silver,False
933,933,Ford,Civic,2020,DA00933,Silver,True
934,934,Hyundai,Elantra,2018,DA00934,Black,True
935,935,Ford,Corolla,2023,DA00935,Blue,False
936,936,Toyota,Civic,2020,DA00936,Silver,True
937,937,Toyota,Civic,2023,DA00937,Silver,True
938,938,Toyota,Corolla,2021,DA00938,Silver,True
939,939,Ford,Civic,2022,DA00939,White,True
940,940,Hyundai,Elantra,2019,DA00940,Black,True
941,941,Toyota,Corolla,2022,DA00941,Silver,False
942,942,Toyota,Civic,2024,DA00942,Black,True
943,943,Toyota,Civic,2021,DA00943,White,True
944,944,Honda,Focus,2019,DA00944,White,True
945,945,Ford,Focus,2024,DA00945,Silver,True
946,946,Toyota,Elantra,2023,DA00946,Silver,True
947,947,Toyota,Elantra,2024,DA00947,Black,True
948,948,Honda,Elantra,2024,DA00948,Black,True
949,949,Honda,Focus,2020,DA00949,Silver,True
950,950,Honda,Civic,2019,DA00950,Silver,False
951,951,Toyota,Civic,2015,DA00951,Black,True
952,952,Ford,Elantra,2024,DA00952,Black,True
953,953,Honda,Corolla,2018,DA00953,Black,True
954,954,Honda,Elantra,2021,DA00954,Silver,False
955,955,Honda,Civic,2022,DA00955,Silver,False
956,956,Toyota,Elantra,2019,DA00956,Black,True
957,957,Toyota,Elantra,2022,DA00957,Black,False
958,958,Toyota,Elantra,2024,DA00958,Blue,True
959,959,Toyota,Focus,2024,DA00959,White,True
960,960,Toyota,Elantra,2020,DA00960,White,True
961,961,Ford,Focus,2020,DA00961,Silver,True
962,962,Honda,Corolla,2016,DA00962,Silver,True
963,963,Hyundai,Elantra,2020,DA00963,Silver,True
964,964,Honda,Focus,2022,DA00964,Black,True
965,965,Hyundai,Civic,2015,DA00965,Blue,True
966,966,Hyundai,Corolla,2017,DA00966,Black,True
967,967,Hyundai,Civic,2018,DA00967,Black,True
968,968,Toyota,Elantra,2021,DA00968,White,True
969,969,Honda,Focus,2020,DA00969,Black,True
970,970,Toyota,Corolla,2022,DA00970,Blue,True
971,971,Ford,Civic,2023,DA00971,Black,True
972,972,Ford,Focus,2017,DA00972,Silver,True
973,973,Hyundai,Civic,2015,DA00973,Silver,True
974,974,Honda,Focus,2024,DA00974,Blue,True
975,975,Ford,Elantra,2016,DA00975,White,True
976,976,Ford,Focus,2023,DA00976,Silver,True
977,977,Hyundai,Focus,2016,DA00977,Blue,False
978,978,Toyota,Civic,2019,DA00978,Black,True
979,979,Toyota,Focus,2019,DA00979,Silver,True
980,980,Hyundai,Corolla,2020,DA00980,White,True
981,981,Hyundai,Focus,2018,DA00981,Blue,True
982,982,Honda,Civic,2022,DA00982,Blue,True
983,983,Hyundai,Elantra,2020,DA00983,White,True
984,984,Ford,Corolla,2015,DA00984,White,True
985,985,Ford,Elantra,2024,DA00985,Blue,False
986,986,Ford,Civic,2016,DA00986,White,True
987,987,Toyota,Elantra,2022,DA00987,White,True
988,988,Ford,Civic,2024,DA00988,Blue,True
989,989,Toyota,Civic,2024,DA00989,White,True
990,990,Hyundai,Civic,2021,DA00990,Blue,True
991,991,Honda,Focus,2017,DA00991,Blue,False
992,992,Hyundai,Elantra,2017,DA00992,Blue,True
993,993,Toyota,Corolla,2017,DA00993,Blue,True
994,994,Ford,Focus,2017,DA00994,Blue,True
995,995,Toyota,Civic,2023,DA00995,White,True
996,996,Honda,Civic,2015,DA00996,White,True
997,997,Honda,Civic,2019,DA00997,Blue,True
998,998,Ford,Civic,2022,DA00998,Black,True
999,999,Ford,Corolla,2018,DA00999,Black,True
1000,1000,Ford,Elantra,2019,DA01000,White,True
1001,1001,Hyundai,Corolla,2023,DA01001,Blue,True
1002,1002,Toyota,Focus,2023,DA01002,White,True
1003,1003,Ford,Corolla,2016,DA01003,Silver,True
1004,1004,Hyundai,Focus,2020,DA01004,Blue,True
1005,1005,Hyundai,Elantra,2018,DA01005,White,True
1006,1006,Honda,Corolla,2017,DA01006,Black,True
1007,1007,Toyota,Elantra,2015,DA01007,Black,True
1008,1008,Toyota,Focus,2020,DA01008,Blue,True
1009,1009,Toyota,Corolla,2020,DA01009,Black,True
1010,1010,Honda,Corolla,2019,DA01010,Black,True
1011,1011,Toyota,Elantra,2024,DA01011,Black,True
1012,1012,Ford,Focus,2020,DA01012,Silver,True
1013,1013,Hyundai,Elantra,2024,DA01013,Blue,True
1014,1014,Honda,Elantra,2022,DA01014,Black,True
1015,1015,Toyota,Corolla,2015,DA01015,White,True
1016,1016,Ford,Elantra,2019,DA01016,Black,True
1017,1017,Hyundai,Focus,2021,DA01017,Silver,True
1018,1018,Honda,Corolla,2015,DA01018,Black,True
1019,1019,Honda,Focus,2017,DA01019,White,True
1020,1020,Hyundai,Civic,2021,DA01020,Blue,True
1021,1021,Honda,Corolla,2020,DA01021,Black,True
1022,1022,Hyundai,Corolla,2016,DA01022,Black,False
1023,1023,Honda,Corolla,2022,DA01023,Black,True
1024,1024,Honda,Civic,2021,DA01024,Blue,True
1025,1025,Ford,Corolla,2015,DA01025,Black,True
1026,1026,Toyota,Elantra,2018,DA01026,Black,False
1027,1027,Toyota,Civic,2015,DA01027,Silver,True
1028,1028,Toyota,Focus,2017,DA01028,Black,True
1029,1029,Ford,Elantra,2021,DA01029,Blue,True
1030,1030,Toyota,Civic,2018,DA01030,Silver,True
1031,1031,Honda,Corolla,2022,DA01031,White,True
1032,1032,Honda,Civic,2017,DA01032,Silver,True
1033,1033,Honda,Focus,2019,DA01033,Black,True
1034,1034,Hyundai,Elantra,2020,DA01034,Blue,True
1035,1035,Hyundai,Focus,2019,DA01035,White,True
1036,1036,Honda,Civic,2019,DA01036,Blue,True
1037,1037,Toyota,Corolla,2019,DA01037,Silver,True
1038,1038,Ford,Elantra,2019,DA01038,Black,True
1039,1039,Hyundai,Civic,2023,DA01039,Silver,True
1040,1040,Hyundai,Civic,2023,DA01040,White,True
1041,1041,Honda,Focus,2019,DA01041,Silver,True
1042,1042,Ford,Focus,2023,DA01042,Silver,True
1043,1043,Hyundai,Focus,2019,DA01043,Silver,True
1044,1044,Ford,Corolla,2016,DA01044,Silver,True
1045,1045,Toyota,Focus,2017,DA01045,Blue,True
1046,1046,Hyundai,Civic,2018,DA01046,White,True
